mandate_id,initial_amount,recovered_boolean_smart,recovered_boolean_ml
fa5fafdb-5123-39fa-aa61-b32f08e1624e,227.99,False,False
06617f95-eba1-8fa8-1f19-f85b4d330569,168.73,False,False
c4bd9b59-7fd9-c96f-ee5a-88566791659c,505.18,False,False
81e58eee-f9c0-fd4d-8bd0-3267bd0e01ce,134.19,True,True
ccb1063d-25a7-4338-aab9-278d92dfcf99,83.35,False,False
ec1b55dd-e829-56cf-ba81-d86090b3032d,167.83,False,False
c4605896-ef87-bf0d-c802-2f8e38de6b6e,87.5,False,False
15661feb-05c5-bf8d-321a-6c3f47263c24,38.98,True,True
3737cc38-166c-dd33-8f9f-dc15dfd23d15,133.38,True,True
24c58b47-1609-34d1-9912-509096516ec2,827.73,True,True
fd06a179-7980-3efa-4da0-8e483531518a,8.7,True,True
7b011fdd-94c0-b9e0-5c9c-4570bedd62a7,423.81,True,True
5b7d9d2d-22af-f503-b17a-ff6de0d96670,570.94,False,False
5c75352c-45cd-b96b-0d8a-16f329ce9bfa,366.72,False,False
21986e3c-d19f-cf31-1dd7-3f1f138ef8cc,158.25,True,True
592448ee-7ac1-b4f9-0472-f9f6ec6494e0,290.39,True,True
08651a6e-1b99-eb83-3244-0f070ae263e0,316.76,True,True
3334cd07-e6b3-6561-966d-273534952c00,467.99,False,False
946a95a6-f2e4-01af-4702-1755f11cc0a4,50.74,True,True
daea544a-291a-4905-5a29-fe6b590bd0c6,229.29,False,False
117e894e-91fa-f1c7-8141-bb373de814ac,62.06,False,False
011bb348-8981-1f35-c107-50bce6d33572,576.53,False,False
