mandate_id,strategy,initial_amount,recovered_amount,recovered_boolean,attempt_count,retry_budget_exhausted,stop_reason,policy_violation_count,execution_error_count,amount_at_risk
f4672866-ed56-a2a0-2d54-ff2b10ee4f77,EV_Prioritization,338.33,0.0,False,3,True,Budget Exhausted,1479,0,338.33
3ee79d31-feef-21f8-e0b6-2f900adbc4ff,EV_Prioritization,607.68,607.68,True,1,False,Recovered,369,0,607.68
a6091ad0-b114-64aa-52f6-9081400564b8,EV_Prioritization,189.98,189.98,True,1,False,Recovered,369,0,189.98
55cf37ba-e989-65f2-2bbf-1e35c4acb57d,EV_Prioritization,261.71,261.71,True,1,False,Recovered,369,0,261.71
5c3552b3-9437-2280-bfd4-67e77491050c,EV_Prioritization,355.77,355.77,True,2,False,Recovered,738,0,355.77
c4bd338e-17d7-1fc0-092c-d030ee757637,EV_Prioritization,210.78,210.78,True,1,False,Recovered,369,0,210.78
cbf6aa23-a01e-31f5-7702-beba0623ffbf,EV_Prioritization,290.98,0.0,False,3,True,Budget Exhausted,1479,0,290.98
ec1a86d3-5683-0783-d575-9337549c9eb9,EV_Prioritization,342.07,0.0,False,3,True,Budget Exhausted,1479,0,342.07
10f35676-5a85-3cd8-cbb8-6be0e355e636,EV_Prioritization,11.37,0.0,False,0,False,No Recovery Baseline,369,0,11.37
db9a0eb7-b48c-531b-4eeb-87ffc064f074,EV_Prioritization,70.52,0.0,False,0,False,No Recovery Baseline,369,0,70.52
6338fb29-7599-2b0a-095b-81d6b97d7617,EV_Prioritization,19.51,0.0,False,0,False,No Recovery Baseline,369,0,19.51
e3a1af97-7785-2ddb-5552-7a3c164a9b18,EV_Prioritization,812.77,812.77,True,1,False,Recovered,369,0,812.77
2851a8be-2639-e214-45cc-aa931e1e5d91,EV_Prioritization,334.41,0.0,False,3,True,Budget Exhausted,1479,0,334.41
5513b74f-4ffc-1c54-5b0a-31ea9dc6d783,EV_Prioritization,635.83,0.0,False,3,True,Budget Exhausted,1479,0,635.83
17c95aaa-21bd-55eb-915a-a3c07737cfb5,EV_Prioritization,128.79,0.0,False,3,True,Budget Exhausted,1479,0,128.79
94ad345a-e323-9264-2390-0c1dd1291d13,EV_Prioritization,289.78,289.78,True,1,False,Recovered,369,0,289.78
a92f85fe-258f-cafc-c1cf-d878000c14a5,EV_Prioritization,471.59,471.59,True,3,True,Recovered,1108,0,471.59
eb22ec1d-4df6-ff4f-adf7-92ffe9c7c13a,EV_Prioritization,147.69,0.0,False,3,True,Budget Exhausted,1479,0,147.69
0ffa2366-4b4f-afaf-da3d-c78020a77d78,EV_Prioritization,297.4,0.0,False,3,True,Budget Exhausted,1479,0,297.4
8f5e248e-b40f-040e-0037-447f0d99c071,EV_Prioritization,26.31,0.0,False,0,False,No Recovery Baseline,369,0,26.31
408669bb-4721-194b-c8a4-ae21d9f850e9,EV_Prioritization,96.47,96.47,True,1,False,Recovered,369,0,96.47
3c775558-b365-fb7c-c853-bc5542e17302,EV_Prioritization,292.88,292.88,True,1,False,Recovered,369,0,292.88
5a947a40-a32e-3ab5-8802-d74aeaef2ec2,EV_Prioritization,695.24,695.24,True,3,True,Recovered,1108,0,695.24
45c87f41-dbbd-3290-a6ed-caddeb04cd29,EV_Prioritization,239.61,239.61,True,1,False,Recovered,369,0,239.61
2f2bdc13-b216-5b5a-1c60-57fee5605cfb,EV_Prioritization,217.29,217.29,True,2,False,Recovered,738,0,217.29
c1eecd7a-2428-185a-461d-e0171ee92d3b,EV_Prioritization,851.32,0.0,False,3,True,Budget Exhausted,1479,0,851.32
734eab10-85e9-054f-455c-f668a3cb9e18,EV_Prioritization,344.87,344.87,True,1,False,Recovered,369,0,344.87
2caf3d2f-f026-a418-3d3f-bbec697ae294,EV_Prioritization,240.73,0.0,False,3,True,Budget Exhausted,1479,0,240.73
81ee30e4-8a2b-466e-fc9d-c0d0c2d94cc9,EV_Prioritization,28.07,0.0,False,0,False,No Recovery Baseline,369,0,28.07
699fdb02-bcdd-0b48-3cb3-c9fa191abb3d,EV_Prioritization,257.59,257.59,True,1,False,Recovered,369,0,257.59
772d416d-da05-d2fc-1c71-a82122f1c32b,EV_Prioritization,299.31,0.0,False,3,True,Budget Exhausted,1479,0,299.31
dcb913b4-7d3d-16ca-8592-a38fdb62a1f7,EV_Prioritization,386.03,386.03,True,3,True,Recovered,1108,0,386.03
df629d0c-bc76-37a0-6d98-a416bae27198,EV_Prioritization,220.15,220.15,True,1,False,Recovered,369,0,220.15
5bc07988-21f9-69e9-37cf-45f6f32ede3c,EV_Prioritization,43.57,0.0,False,0,False,No Recovery Baseline,369,0,43.57
b177116d-f203-7633-ac5d-d02dccc67ffd,EV_Prioritization,338.22,0.0,False,3,True,Budget Exhausted,1479,0,338.22
cd4f2875-df2d-df20-05a4-3113101d759e,EV_Prioritization,48.1,0.0,False,0,False,No Recovery Baseline,369,0,48.1
913767ab-4dd8-5715-753f-f3e271fc5136,EV_Prioritization,120.41,0.0,False,0,False,No Recovery Baseline,369,0,120.41
fa5fafdb-5123-39fa-aa61-b32f08e1624e,EV_Prioritization,227.99,0.0,False,3,True,Budget Exhausted,1479,0,227.99
06617f95-eba1-8fa8-1f19-f85b4d330569,EV_Prioritization,168.73,0.0,False,3,True,Budget Exhausted,1479,0,168.73
81e58eee-f9c0-fd4d-8bd0-3267bd0e01ce,EV_Prioritization,134.19,134.19,True,2,False,Recovered,738,0,134.19
ec1b55dd-e829-56cf-ba81-d86090b3032d,EV_Prioritization,167.83,0.0,False,3,True,Budget Exhausted,1479,0,167.83
24c58b47-1609-34d1-9912-509096516ec2,EV_Prioritization,827.73,827.73,True,3,True,Recovered,1108,0,827.73
fd06a179-7980-3efa-4da0-8e483531518a,EV_Prioritization,8.7,0.0,False,0,False,No Recovery Baseline,369,0,8.7
5b7d9d2d-22af-f503-b17a-ff6de0d96670,EV_Prioritization,570.94,0.0,False,3,True,Budget Exhausted,1479,0,570.94
21986e3c-d19f-cf31-1dd7-3f1f138ef8cc,EV_Prioritization,158.25,158.25,True,3,True,Recovered,1108,0,158.25
946a95a6-f2e4-01af-4702-1755f11cc0a4,EV_Prioritization,50.74,0.0,False,0,False,No Recovery Baseline,369,0,50.74
daea544a-291a-4905-5a29-fe6b590bd0c6,EV_Prioritization,229.29,0.0,False,3,True,Budget Exhausted,1479,0,229.29
117e894e-91fa-f1c7-8141-bb373de814ac,EV_Prioritization,62.06,0.0,False,0,False,No Recovery Baseline,369,0,62.06
